Region,Departement,COM_ARRT_VILLE,COMMUNE,QUARTIER_VILLAGE_HAMEAU,CONCESSION,MENAGE,HOMMES,FEMMES,POPULATION
DAKAR,DAKAR,GOREE,GOREE,MBAMBARA,41,53,137,147,284
DAKAR,DAKAR,GOREE,GOREE,PONTY,57,95,340,361,701
DAKAR,DAKAR,GOREE,GOREE,TONGHOR,37,83,185,182,367
DAKAR,DAKAR,GOREE,GOREE,CASTEL,35,59,180,159,339
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","CITE CAP VERDIENNE",56,180,408,371,779
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","DAROU SALAM I",64,284,627,591,1218
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",DIECKO,78,256,423,483,906
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","DIECKO PLATEAU II",25,120,186,227,413
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","GOUYE SALANE",50,173,315,323,638
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","HOCK SANS FILS",230,894,2226,1801,4027
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","KAYES FINDIW",101,383,999,1130,2129
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",LAMBINASSE,115,320,465,506,971
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",MBOTTE,26,78,213,227,440
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","NIAYE THIOCKER",84,436,1110,1043,2153
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","PARC FOURRAGE",23,235,474,476,950
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",PETERSEN,52,185,834,512,1346
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",REUBEUSS,432,1723,5669,4024,9693
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","ROUKHOU DJINE",77,371,837,1052,1889
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",SANDIAL,275,981,1624,1829,3453
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU",THIEDEME,67,211,468,485,953
DAKAR,DAKAR,"VILLE DE DAKAR","DAKAR PLATEAU","YAKHA DIEUF",142,649,1630,1363,2993
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"ABATTOIRS I",104,454,1216,985,2201
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"ABATTOIRS II",115,485,1186,1059,2245
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"ABATTOIRS III",56,238,502,515,1017
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"ABATTOIRS IV",65,299,757,580,1337
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"ABATTOIRS V",80,514,1076,930,2006
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"BOULEVARD GENERAL DE GAULLE",248,334,833,899,1732
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"DIECKO NORD I",113,678,1527,1261,2788
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"DIECKO NORD II",135,888,2171,1858,4029
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"DIECKO PINTH",223,869,2205,1905,4110
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"DIECKO SUD",135,607,1473,1089,2562
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GIBRALTAR I",248,312,822,935,1757
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GIBRALTAR II",181,454,1031,1244,2275
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE MARIAMA LAYENE",90,433,1271,1157,2428
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE MARIAMA PINTH",232,964,2554,2290,4844
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE SALANE PINTH",300,1620,3868,3353,7221
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE SALANE I",155,807,1887,1579,3466
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE TANN",166,746,1773,1672,3445
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"KAYE OUSMANE DIENE",231,1212,2642,2411,5053
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,M’BACKEUNEU,99,444,988,847,1835
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,NGARAFF,61,311,810,668,1478
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"NGARAFF PINTH",158,723,1880,1556,3436
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"RASS MISSION",81,354,870,932,1802
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"SANTHIABA PINTH",122,460,1232,1061,2293
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"THIEURIGNE I",94,278,703,647,1350
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"THIEURIGNE II",130,535,1269,995,2264
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,TILENE,75,563,1464,1122,2586
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"DIECKO NORD III",162,836,1894,1593,3487
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE SALANE II",97,577,1304,1052,2356
DAKAR,DAKAR,"VILLE DE DAKAR",MEDINA,"GOUYE SALANE III",215,1240,2685,2456,5141
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","COLOBANE BAYELAYE",165,746,1986,1592,3578
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","COLOBANE HOCK",178,824,2711,1784,4495
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","COLOBANE HOCK PINTH",220,1371,3142,2350,5492
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","COLOBANE TSF",63,201,496,398,894
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","FASS BATIMENT (FASS LOUVEAU)",298,1727,4083,3684,7767
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","FASS CASIER",144,488,1243,1198,2441
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","FASS DELORME",474,2876,6237,5800,12037
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","FASS PAILLOTTE",66,695,959,923,1882
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","GUEULE TAPEE I",144,450,1082,1044,2126
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","GUEULE TAPEE II",97,333,1063,1032,2095
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","GUEULE TAPEE III (NDOYENE)",314,1231,2843,2493,5336
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","HLM FASS",295,632,2016,1937,3953
DAKAR,DAKAR,"VILLE DE DAKAR","GUEULE TAPEE FASS COLOBANE","HLM GUEULE TAPEE (GUEULE TAPEE IV)",521,1498,3701,3430,7131
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","AMITIE I",137,230,526,658,1184
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","AMITIE II",272,510,1108,1294,2402
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","FANN HOCK",355,1021,5168,3138,8306
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","FANN RESIDENCE",170,202,441,515,956
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","POINT E",513,814,1547,1862,3409
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","SICAP RUE X",199,353,978,923,1901
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","ZONE B  BALLON",137,251,653,633,1286
DAKAR,DAKAR,"VILLE DE DAKAR","FANN POINT E AMITIE","ZONE B  BATIMENT",88,120,335,336,671
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR I A (DARABIS)",72,154,367,335,702
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR I B",248,1185,2465,2315,4780
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR II A",277,1326,3178,2823,6001
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR II B",147,632,1532,1466,2998
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR IV A",186,1004,2047,2027,4074
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR IV B",132,829,1832,1750,3582
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR VI A",214,970,2236,2137,4373
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR VI B",135,693,1569,1392,2961
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR VII B (ZONE A)",190,483,1116,1243,2359
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR V A",193,1072,2540,2455,4995
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR III A",206,1046,2234,2069,4303
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR V B",199,827,1909,1814,3723
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","SICAP AMITIE III ANNEXE",50,129,431,401,832
DAKAR,DAKAR,"VILLE DE DAKAR","GRAND DAKAR","GRAND DAKAR VII A TAÏBA",78,219,1032,619,1651
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE IA",87,533,1201,976,2177
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE IB",152,827,1732,1544,3276
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE III",190,1333,2696,2283,4979
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE KAYES",106,610,1452,1232,2684
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE MADIAMA",91,664,1336,1328,2664
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE TOUBA",215,894,2371,2171,4542
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE V (POTOU)",269,1565,3625,3089,6714
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE VI (USINE PARC)",131,596,1407,1162,2569
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,BOPP,254,659,1841,1719,3560
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"CITE CHEIKH AHMADOU BAMBA",42,100,209,242,451
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"CITE NDAR (OUAGOU NIAYES III)",211,454,1276,1444,2720
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"DJIDDAH NGUELAW",104,522,1281,1054,2335
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"GOUYE THIEURIGNE (CITE BISSAP)",242,1311,3119,3070,6189
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"GRAND DAKAR X (NIARY TALLY)",308,1507,3414,2675,6089
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"OUAGOU NIAYE I",342,1632,3416,2916,6332
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"OUAGOU NIAYE II",301,949,2395,2339,4734
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"USINE BEN TALLY (BISCUITERIE IV MISTRA)",220,1232,2771,2458,5229
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"ZONE INDUSTRIELLE",77,317,812,848,1660
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"BISCUITERIE II",77,401,985,780,1765
DAKAR,DAKAR,"VILLE DE DAKAR",BISCUITERIE,"GRAND DAKAR XI",129,833,1864,1492,3356
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"CITE DES EAUX",63,103,373,341,714
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"CITE DOUANES",122,302,811,923,1734
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"CITE PORT",135,283,878,765,1643
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM ANGLE MOUSSE",164,341,842,863,1705
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM I",471,688,2114,2113,4227
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM II",344,568,1695,1782,3477
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM III",238,426,1344,1292,2636
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM IV A",339,489,1476,1649,3125
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM IV B",121,151,407,439,846
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM IV C",400,547,1705,1917,3622
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM MONTAGNE (ZONE ARTISANALE N° IV)",294,1432,3057,3197,6254
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM NIMZATT (HLM VI)",360,585,1636,1872,3508
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM V A",385,725,2051,2189,4240
DAKAR,DAKAR,"VILLE DE DAKAR",HLM,"HLM V B",531,860,2519,2725,5244
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE BELLE VUE",71,147,279,294,573
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE ELISABETH DIOUF",127,174,372,479,851
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE ISRA",249,377,993,943,1936
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE KEUR YARAKH",49,55,105,145,250
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE MARINAS",131,217,415,505,920
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE SANDIAL",59,63,127,163,290
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE SCAT URBAM MARISTE I",1124,2526,5899,6787,12686
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE SCAT URBAM MARISTE II",1107,2680,5983,6691,12674
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","CITE SOME",42,100,281,302,583
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","FORD B",150,265,647,660,1307
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN EQUIPE",135,340,1060,1111,2171
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN GANGUI",110,348,1030,929,1959
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN III",216,417,1268,1169,2437
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN MARIGOT II",130,307,1145,1115,2260
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN MARISTE",410,816,1806,2116,3922
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN MONTAGNE VI",442,1335,4111,3568,7679
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN PARC I",26,52,147,140,287
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN PARC II",24,114,221,139,360
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN SANTHIE",396,2112,4291,3262,7553
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN YENE",174,367,1592,1560,3152
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HLM HANN MARISTE",324,499,1256,1358,2614
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","WALOGUI (HANN PLAGE)",173,425,1771,1626,3397
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN MONTAGNE V A",292,853,2617,2431,5048
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN MONTAGNE V B",218,634,2011,1930,3941
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN PECHEURS I",212,477,2133,1917,4050
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR","HANN PECHEURS  II",90,266,822,708,1530
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR",PORT,65,296,1036,876,1912
DAKAR,DAKAR,"VILLE DE DAKAR","HANN BEL AIR",POTOU,45,83,358,208,566
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","CITE BARAQUE",42,247,772,769,1541
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE I",498,720,1745,1888,3633
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE II",428,621,1491,1732,3223
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE III",483,640,1739,1887,3626
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE IV",927,1331,3495,3729,7224
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE V",551,748,1970,2287,4257
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE VI",1185,1847,4334,4954,9288
DAKAR,DAKAR,"VILLE DE DAKAR","SICAP LIBERTE","LIBERTE VI EXTENSION",840,1958,3841,4446,8287
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CASTOR (CITE ELEVAGE)",63,83,308,333,641
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CASTOR (CITE MARINE)",200,400,1125,1295,2420
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CASTOR I",183,495,1305,1428,2733
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CASTOR II",98,307,811,932,1743
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE CASTOR III (BOURGUIBA)",34,172,412,446,858
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE ASECNA ET CITE SOTRAC",92,253,539,602,1141
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE GEOGRAPHIE",56,181,602,473,1075
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE GRANDE IMPRIMERIE AFRICAINE",58,197,491,507,998
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE MINIERE",91,205,569,634,1203
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE NOSOCO",31,99,279,270,549
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE ORSTOM",22,91,247,267,514
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","CITE PTT",66,168,514,525,1039
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DERKLE (CITE CREDIT FONCIER)",46,82,213,245,458
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DERKLE (GAZELLE SOBOA)",27,90,227,210,437
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DERKLE II (DAROU SALAM)",207,659,1521,1808,3329
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DERKLE II (MAGARY)",104,177,474,577,1051
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DERKLE II (NOTAIRE)",76,218,710,589,1299
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","DIEUPPEUL II (CITE PRESTATION FAMILIALE)",148,236,612,684,1296
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP DIEUPPEUL I",373,549,1377,1506,2883
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP DIEUPPEUL II",255,334,977,1019,1996
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP DIEUPPEUL III",360,938,1644,1810,3454
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP DIEUPPEUL IV",457,937,1564,1759,3323
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP LIBERTE V B",410,620,1599,1782,3381
DAKAR,DAKAR,"VILLE DE DAKAR","DIEUPPEUL DERKLE","SICAP LIBERTE V C",129,161,434,470,904
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"ANCIENNE PISTE",151,465,857,937,1794
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,BALLON,139,302,836,827,1663
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"BIRA OUAKAM (TOUBA OUAKAM)",1306,3631,9160,9053,18213
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,BOULGA,181,451,1337,1536,2873
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE ASECNA",323,583,1731,1910,3641
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE ASECNA III",42,63,145,204,349
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE ASSEMBLE NATIONALE",253,423,1069,1130,2199
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE COMICO",409,806,2070,2261,4331
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE COMMUNAUTE URBAINE",61,95,269,334,603
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE EL HADJI MALICK SY",749,1195,2604,3080,5684
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE ENSEIGNANT SUPERIEUR",114,166,361,390,751
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"CITE URBANISME HABITAT",51,55,138,157,295
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"GOUYE SOR",174,403,1156,1164,2320
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,LEONA,93,250,613,612,1225
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"MAMELLES AVIATION",392,534,1195,1384,2579
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,MBOUL,273,680,1992,2102,4094
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"MERINA (MERINA I)",99,279,920,934,1854
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"MERINA (MERINA II)",160,349,1047,1084,2131
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"MONTAGNE ROUGE",275,634,1463,1590,3053
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"OUAKAM CORNICHE",94,133,360,311,671
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,RIP,47,147,491,416,907
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"SACRE CŒUR III VDN",556,763,1553,1931,3484
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,SINTHIA,99,164,639,739,1378
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"SUD AFRICA",85,132,1170,365,1535
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,TAGLOU,259,613,1696,1854,3550
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"TOUBA ALMADIES",147,184,415,438,853
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"TOUBA OUAKAM II (CITE AVION)",1491,4602,10238,10392,20630
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"TOUBA RENAISSANCE",266,387,782,974,1756
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,"ZONE DE L'AEROPORT",447,709,1523,1832,3355
DAKAR,DAKAR,"VILLE DE DAKAR",OUAKAM,BATRAIN,338,613,1286,1484,2770
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ALMADIES EST",240,330,682,789,1471
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ALMADIES OUEST",230,303,721,792,1513
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"GRAND NGOR",172,438,1551,1448,2999
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ILE DE NGOR",11,11,45,3,48
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,NDIONGORANE,257,733,2084,1981,4065
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"NGOR VIRAGE",106,138,368,393,761
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"PETIT NGOR",129,418,1307,1270,2577
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"PETIT NGOR (RESIDENCE NORD)",13,14,42,27,69
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ZONE EXTENSION EST",118,236,456,474,930
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ZONE EXTENSION OUEST",209,368,715,757,1472
DAKAR,DAKAR,"VILLE DE DAKAR",NGOR,"ALMADIES (STATION SHELL)",305,397,956,845,1801
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,CDE,15,35,68,66,134
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE A. EL. MAS",213,318,745,926,1671
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AIR AFRIQUE A",205,348,797,939,1736
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AIR AFRIQUE B",91,129,268,331,599
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AIR FRANCE",522,873,1951,2302,4253
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AIR SENEGAL",7,8,23,42,65
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE ALIA DIENE",52,98,180,237,417
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AMADOU DIOP",8,16,46,42,88
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE APECSY ECOLOGIQUE",115,223,510,631,1141
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE APECSY I",277,479,1167,1345,2512
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE APECSY II EST",299,426,1245,1480,2725
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE APECSY II OUEST",195,383,954,1030,1984
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE APECSY III",73,113,265,293,558
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE ASECNA",304,462,1550,1272,2822
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE ASECNA EXTENSION",132,184,401,536,937
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AZUR I",162,250,520,712,1232
DAKAR,DAKAR,"VILLE DE DAKAR",YOFF,"CITE AZUR II",141,212,537,616,1153
